"","POLINTR","STFLIFE","FREEHMS","IMUECLT","HAPPY","INPRDSC","ALCWKND","WRHPP","FLTSD","AGEA","CHLDHM","WKHTOT","happ","stflif","polint","imuecl"
"723",3,9,2,6,8,1,46,4,1,69,2,38,1,1,0,1
"724",3,8,3,3,9,1,89,4,1,74,2,42,1,1,0,0
"725",4,8,1,8,8,2,240,4,1,22,2,35,1,1,0,1
"726",3,7,1,4,7,4,0,3,2,17,2,45,0,1,0,0
"727",3,6,5,1,7,1,0,3,1,56,2,40,0,0,0,0
"728",3,9,2,3,9,3,84,3,2,69,2,48,1,1,0,0
"729",2,9,4,2,10,2,0,4,1,48,1,48,1,1,1,0
"730",2,9,1,9,8,3,35,3,1,75,2,45,1,1,1,1
"731",2,10,2,NA,10,1,0,3,2,86,2,50,1,1,1,0
"732",2,9,1,8,8,4,12,2,1,67,2,0,1,1,1,1
"733",3,8,2,6,8,1,42,4,1,51,1,38,1,1,0,1
"734",2,8,1,7,6,2,12,1,1,58,2,45,0,1,1,1
"735",3,5,1,10,4,6,12,2,2,35,1,20,0,0,0,1
"736",4,6,1,2,5,5,207,3,1,66,2,40,0,0,0,0
"737",3,10,1,8,9,2,10,3,1,47,1,30,1,1,0,1
"738",3,9,3,3,9,3,49,3,1,64,2,33,1,1,0,0
"739",4,9,2,7,9,4,57,4,1,41,1,38,1,1,0,1
"740",3,10,1,4,9,5,35,3,1,64,2,15,1,1,0,0
"741",2,8,2,5,8,0,0,3,2,73,2,38,1,1,1,0
"742",3,9,2,7,9,6,68,4,1,24,2,15,1,1,0,1
"743",2,3,2,5,4,3,12,2,2,46,1,38,0,0,1,0
"744",3,8,1,10,8,1,52,3,1,27,2,20,1,1,0,1
"745",4,9,2,6,9,2,25,4,1,49,1,38,1,1,0,1
"746",3,10,2,6,9,2,70,4,1,60,2,38,1,1,0,1
"747",3,9,3,6,8,1,36,3,1,93,2,38,1,1,0,1
"748",4,5,4,1,7,1,0,3,2,88,2,20,0,0,0,0
"749",3,10,2,6,10,5,12,1,2,52,1,38,1,1,0,1
"750",3,9,2,6,9,6,139,3,1,21,2,14,1,1,0,1
"751",3,9,3,3,8,1,37,4,2,63,2,24,1,1,0,0
"752",3,8,2,2,7,2,174,4,1,44,1,38,0,1,0,0
"753",4,9,3,5,9,0,0,3,2,38,2,15,1,1,0,0
"754",2,10,1,5,10,3,238,3,1,40,1,38,1,1,1,0
"755",2,9,2,7,8,6,35,3,2,27,2,38,1,1,1,1
"756",2,8,1,8,8,6,74,4,1,51,2,50,1,1,1,1
"757",1,10,1,1,10,0,12,4,1,74,2,38,1,1,1,0
"758",3,10,2,5,9,4,37,3,1,24,2,14,1,1,0,0
"759",2,8,2,7,8,4,0,3,1,16,2,0,1,1,1,1
"760",3,6,2,4,6,3,75,2,2,43,1,40,0,0,0,0
"761",2,7,1,9,7,4,17,2,1,43,1,40,0,1,1,1
"762",2,9,2,4,9,6,31,4,1,66,2,46,1,1,1,0
"763",3,5,1,7,8,0,0,4,1,77,2,38,1,0,0,1
"764",3,8,1,5,10,3,25,4,1,67,2,4,1,1,0,0
"765",4,7,3,9,8,0,12,3,2,61,2,8,1,1,0,1
"766",3,9,1,6,9,4,134,3,1,33,2,44,1,1,0,1
"767",2,7,1,10,8,6,74,3,2,56,2,50,1,1,1,1
"768",2,8,1,7,7,3,17,3,1,47,1,38,0,1,1,1
"769",4,10,1,3,9,5,76,3,2,18,2,8,1,1,0,0
"770",3,7,3,6,8,4,49,2,1,62,1,38,1,1,0,1
"771",2,2,1,8,5,4,35,2,3,66,2,38,0,0,1,1
"772",3,7,3,8,8,3,0,2,2,61,2,14,1,1,0,1
"773",2,9,2,8,9,4,17,2,1,65,2,45,1,1,1,1
"774",3,8,2,6,7,4,74,2,1,40,1,38,0,1,0,1
"775",3,8,1,6,8,2,72,2,4,55,2,53,1,1,0,1
"776",4,7,4,8,8,4,25,2,2,34,2,38,1,1,0,1
"777",3,10,2,9,10,6,35,4,1,48,1,0,1,1,0,1
"778",3,2,3,2,10,4,17,1,3,72,2,15,1,0,0,0
"779",2,8,2,7,8,2,12,2,1,91,2,0,1,1,1,1
"780",3,8,2,7,8,2,124,3,1,43,1,40,1,1,0,1
"781",4,8,1,7,8,3,129,2,2,21,2,40,1,1,0,1
"782",2,9,2,9,8,3,62,3,1,40,1,40,1,1,1,1
"783",3,9,1,3,10,6,86,3,1,17,2,8,1,1,0,0
"784",2,9,1,5,8,3,25,2,1,65,2,35,1,1,1,0
"785",3,8,2,2,9,2,52,3,1,74,2,30,1,1,0,0
"786",3,8,1,3,7,4,207,3,1,25,2,35,0,1,0,0
"787",3,7,1,7,6,5,118,2,2,48,1,38,0,1,0,1
"788",3,10,2,2,10,2,36,4,1,47,1,38,1,1,0,0
"789",3,9,1,5,9,2,19,3,1,50,2,34,1,1,0,0
"790",2,7,1,6,7,4,12,2,1,42,1,25,0,1,1,1
"791",4,9,2,5,9,3,233,3,1,22,2,33,1,1,0,0
"792",4,8,5,2,9,2,0,3,1,104,2,80,1,1,0,0
"793",3,7,4,2,6,3,279,2,2,29,2,40,0,1,0,0
"794",2,8,1,9,8,4,74,2,1,53,2,38,1,1,1,1
"795",3,9,2,7,9,3,19,3,1,73,2,15,1,1,0,1
"796",3,9,1,0,9,1,0,4,1,67,2,38,1,1,0,0
"797",2,9,1,2,8,3,19,3,1,36,1,38,1,1,1,0
"798",2,7,1,8,7,4,94,2,2,54,2,38,0,1,1,1
"799",2,9,4,2,9,1,0,3,1,75,2,35,1,1,1,0
"800",3,9,3,2,8,3,200,3,1,39,1,38,1,1,0,0
"801",1,8,1,8,8,4,62,3,1,34,1,38,1,1,1,1
"802",4,5,2,4,2,0,0,2,1,46,1,35,0,0,0,0
"803",2,8,2,8,8,3,36,3,1,59,1,40,1,1,1,1
"804",2,7,2,8,8,4,50,3,1,50,1,40,1,1,1,1
"805",2,9,1,5,9,4,17,3,1,47,1,43,1,1,1,0
"806",3,10,2,3,10,3,94,3,1,20,2,40,1,1,0,0
"807",3,8,2,5,8,2,50,2,1,59,2,27,1,1,0,0
"808",3,7,1,3,8,3,132,3,1,26,2,40,1,1,0,0
"809",3,8,1,5,8,3,132,3,1,38,1,40,1,1,0,0
"810",3,9,1,2,9,5,0,4,1,29,1,40,1,1,0,0
"811",2,8,1,1,10,1,150,4,1,55,2,30,1,1,1,0
"812",2,10,1,8,10,3,29,4,1,74,2,42,1,1,1,1
"813",3,9,2,5,9,5,35,3,1,29,2,43,1,1,0,0
"814",2,5,1,5,6,4,111,2,2,24,2,42,0,0,1,0
"815",1,9,1,4,9,1,47,4,1,69,2,3,1,1,1,0
"816",3,7,3,7,8,5,46,3,1,29,2,38,1,1,0,1
"817",1,10,1,5,8,6,230,4,1,19,2,36,1,1,1,0
"818",2,8,2,7,8,2,12,3,1,42,1,40,1,1,1,1
"819",3,7,1,1,8,4,56,3,2,63,2,38,1,1,0,0
"820",3,9,1,7,10,5,25,3,1,38,1,42,1,1,0,1
"821",2,8,1,8,8,5,36,4,2,18,2,18,1,1,1,1
"822",1,10,1,NA,7,1,0,NA,NA,47,2,0,0,1,1,0
"823",2,7,2,2,6,0,46,2,2,31,2,38,0,1,1,0
"824",4,8,1,6,9,2,0,3,2,15,2,0,1,1,0,1
"825",2,9,1,0,9,4,12,4,1,53,1,39,1,1,1,0
"826",1,0,1,10,8,4,0,2,2,78,2,6,1,0,1,1
"827",2,7,1,5,8,3,71,3,2,67,2,50,1,1,1,0
"828",2,8,1,8,9,5,19,3,2,66,2,60,1,1,1,1
"829",3,9,1,6,9,3,60,3,1,32,1,37,1,1,0,1
"830",2,10,1,6,10,5,0,4,1,28,1,50,1,1,1,1
"831",4,9,1,7,9,4,188,3,1,24,2,40,1,1,0,1
"832",2,8,2,5,9,4,94,4,1,29,2,38,1,1,1,0
"833",2,8,2,7,8,4,304,3,1,39,1,55,1,1,1,1
"834",2,6,2,8,7,4,0,3,2,59,2,40,0,0,1,1
"835",3,9,1,8,9,6,122,4,1,33,1,38,1,1,0,1
"836",2,6,1,9,8,4,73,3,1,26,2,16,1,0,1,1
"837",2,6,2,7,7,3,223,3,2,35,2,44,0,0,1,1
"838",3,7,3,5,7,1,93,3,2,53,1,33,0,1,0,0
"839",1,9,2,8,9,3,120,3,1,54,1,40,1,1,1,1
"840",3,8,3,4,7,2,104,3,2,49,1,33,0,1,0,0
"841",4,9,1,8,9,5,113,4,1,34,1,38,1,1,0,1
"842",2,9,1,9,9,3,38,4,2,22,2,38,1,1,1,1
"843",2,8,2,6,7,1,47,2,1,51,1,40,0,1,1,1
"844",3,10,2,8,9,1,23,3,1,73,2,36,1,1,0,1
"845",1,7,1,8,6,4,12,3,1,66,2,20,0,1,1,1
"846",3,8,1,9,8,4,12,3,1,40,2,60,1,1,0,1
"847",3,7,1,5,8,4,341,4,1,21,2,38,1,1,0,0
"848",2,9,2,7,9,6,140,3,1,28,2,32,1,1,1,1
"849",3,6,1,7,7,4,52,2,2,39,1,38,0,0,0,1
"850",3,8,1,5,8,6,50,3,1,32,2,38,1,1,0,0
"851",3,8,1,3,6,3,90,3,2,32,1,30,0,1,0,0
"852",2,2,1,10,1,4,70,2,4,17,2,4,0,0,1,1
"853",1,8,1,6,8,5,25,3,2,42,1,38,1,1,1,1
"854",2,9,1,7,10,4,35,3,1,55,2,38,1,1,1,1
"855",2,8,2,5,8,3,35,3,1,69,2,42,1,1,1,0
"856",1,8,1,10,8,4,200,3,2,31,2,38,1,1,1,1
"857",1,7,1,10,8,4,113,3,2,48,1,38,1,1,1,1
"858",2,8,1,7,8,4,35,3,1,42,1,45,1,1,1,1
"859",2,8,1,8,8,1,37,2,1,62,2,0,1,1,1,1
"860",1,8,1,7,8,3,132,3,1,53,2,38,1,1,1,1
"861",3,9,3,2,8,1,37,3,2,73,2,33,1,1,0,0
"862",3,8,1,5,8,5,145,3,1,50,2,38,1,1,0,0
"863",2,8,1,10,9,6,10,3,2,15,2,0,1,1,1,1
"864",2,6,2,6,9,4,19,2,1,70,2,60,1,0,1,1
"865",3,4,4,1,7,3,38,2,2,72,2,1,0,0,0,0
"866",2,8,1,3,9,2,38,3,1,48,1,45,1,1,1,0
"867",1,10,2,0,10,5,59,4,1,65,2,26,1,1,1,0
"868",2,10,1,8,7,3,17,3,1,71,2,0,0,1,1,1
"869",2,3,5,4,8,3,12,3,2,30,2,25,1,0,1,0
"870",3,9,1,5,10,4,0,3,2,15,2,0,1,1,0,0
"871",3,9,4,2,8,5,0,4,1,84,2,15,1,1,0,0
"872",4,10,5,0,10,4,0,3,1,49,1,42,1,1,0,0
"873",2,9,1,8,8,1,12,3,1,43,1,20,1,1,1,1
"874",3,7,1,9,8,5,58,2,1,16,2,38,1,1,0,1
"875",1,8,2,7,9,5,12,4,1,65,2,38,1,1,1,1
"876",3,6,1,5,6,4,239,2,2,17,2,38,0,0,0,0
"877",2,8,2,3,9,2,19,4,1,56,2,70,1,1,1,0
"878",2,8,1,3,8,5,12,3,2,33,1,27,1,1,1,0
"879",2,7,2,2,6,4,136,3,2,25,2,40,0,1,1,0
"880",3,8,2,4,7,4,69,2,1,33,1,50,0,1,0,0
"881",1,6,3,8,7,2,38,3,2,42,1,36,0,0,1,1
"882",4,10,1,0,10,6,25,4,1,26,1,50,1,1,0,0
"883",2,9,2,7,9,1,48,4,1,54,2,53,1,1,1,1
"884",1,8,1,7,7,3,87,3,2,60,2,38,0,1,1,1
"885",3,8,1,7,9,1,19,4,1,37,1,38,1,1,0,1
"886",3,10,1,5,10,4,24,3,1,36,1,38,1,1,0,0
"887",3,0,1,0,0,1,307,2,NA,47,1,38,0,0,0,0
"888",3,7,2,5,8,3,0,3,1,16,2,0,1,1,0,0
"889",2,9,1,3,2,4,0,1,2,59,2,38,0,1,1,0
"890",2,8,1,8,8,3,35,3,1,68,1,50,1,1,1,1
"891",3,8,2,5,7,3,12,4,1,40,2,35,0,1,0,0
"892",4,8,1,3,9,4,81,3,1,24,2,45,1,1,0,0
"893",2,7,2,3,7,2,59,3,2,55,2,40,0,1,1,0
"894",3,9,3,3,8,2,38,3,1,39,1,44,1,1,0,0
"895",1,10,1,5,9,4,86,4,1,47,1,42,1,1,1,0
"896",2,9,2,5,8,2,17,3,1,51,1,38,1,1,1,0
"897",3,7,1,5,7,4,37,1,2,57,2,36,0,1,0,0
"898",3,8,4,3,8,6,0,3,1,34,1,42,1,1,0,0
"899",2,8,2,8,6,1,122,3,1,52,2,40,0,1,1,1
"900",2,8,1,9,8,3,17,3,1,60,2,34,1,1,1,1
"901",2,9,2,7,7,2,0,3,1,74,2,40,0,1,1,1
"902",3,6,1,4,8,4,74,4,1,25,2,17,1,0,0,0
"903",3,10,1,5,8,2,35,4,2,63,2,25,1,1,0,0
"904",1,6,1,5,8,5,30,2,2,26,1,38,1,0,1,0
"905",1,8,3,3,9,1,35,4,1,65,2,37,1,1,1,0
"906",3,9,1,0,9,3,62,3,1,39,2,40,1,1,0,0
"907",4,6,1,7,7,2,86,3,1,52,2,38,0,0,0,1
"908",4,6,2,2,7,4,35,2,2,42,1,38,0,0,0,0
"909",3,10,3,6,10,2,30,4,1,57,2,35,1,1,0,1
"910",2,7,3,5,9,2,0,3,NA,76,2,12,1,1,1,0
"911",3,8,1,2,8,2,121,3,1,18,2,11,1,1,0,0
"912",1,10,3,5,10,5,0,4,1,74,2,40,1,1,1,0
"913",3,8,2,5,8,6,376,3,1,26,2,48,1,1,0,0
"914",4,8,2,1,8,2,58,3,1,35,1,45,1,1,0,0
"915",2,7,2,5,7,3,35,2,2,44,1,30,0,1,1,0
"916",2,8,2,4,9,5,0,3,2,81,2,32,1,1,1,0
"917",2,9,2,3,9,1,84,3,1,69,2,50,1,1,1,0
"918",2,9,2,9,10,0,52,3,2,82,2,19,1,1,1,1
"919",2,8,2,5,8,1,44,2,1,32,2,0,1,1,1,0
"920",3,9,1,5,9,6,136,3,1,27,2,3,1,1,0,0
"921",2,9,1,8,9,4,113,3,1,34,1,42,1,1,1,1
"922",3,8,1,3,6,2,149,3,2,23,2,38,0,1,0,0
"923",3,6,1,8,6,4,190,2,1,33,2,20,0,0,0,1
"924",3,8,1,6,8,4,47,3,1,63,2,38,1,1,0,1
"925",2,8,1,7,8,4,74,3,1,44,1,45,1,1,1,1
"926",3,10,2,5,9,2,71,4,1,73,2,33,1,1,0,0
"927",1,4,1,6,7,6,241,3,2,26,2,36,0,0,1,1
"928",1,9,1,10,9,4,0,3,1,43,1,37,1,1,1,1
"929",1,9,1,6,9,2,35,3,1,62,1,55,1,1,1,1
"930",2,7,1,9,8,2,12,2,2,50,1,34,1,1,1,1
"931",2,8,1,5,8,2,165,3,1,57,2,42,1,1,1,0
"932",2,8,2,8,8,3,17,3,1,63,2,9,1,1,1,1
"933",2,9,1,10,9,4,17,4,1,55,2,50,1,1,1,1
"934",1,8,1,6,8,3,35,3,1,34,1,45,1,1,1,1
"935",3,6,1,5,6,3,25,2,1,23,2,15,0,0,0,0
"936",3,9,1,8,9,5,188,3,1,19,2,6,1,1,0,1
"937",2,10,1,7,9,1,12,3,1,64,2,38,1,1,1,1
"938",3,5,1,3,5,4,21,2,2,17,2,0,0,0,0,0
"939",2,10,5,5,10,4,0,4,2,51,2,38,1,1,1,0
"940",2,7,2,7,6,3,25,2,1,49,2,50,0,1,1,1
"941",2,8,2,7,9,2,35,2,1,63,2,40,1,1,1,1
"942",2,8,2,8,8,2,12,3,1,67,2,50,1,1,1,1
"943",2,7,1,8,8,3,24,3,1,41,1,30,1,1,1,1
"944",2,10,2,7,10,3,17,4,1,75,2,20,1,1,1,1
"945",2,7,1,8,6,3,74,3,2,17,2,14,0,1,1,1
"946",2,9,1,7,9,3,125,4,1,40,1,38,1,1,1,1
"947",1,7,1,7,8,3,35,2,1,60,1,30,1,1,1,1
"948",3,9,3,8,9,2,234,4,1,49,2,40,1,1,0,1
"949",3,9,1,6,9,4,69,3,1,19,2,0,1,1,0,1
"950",2,9,1,7,9,3,54,3,1,68,2,38,1,1,1,1
"951",3,9,2,5,8,3,25,2,1,56,2,38,1,1,0,0
"952",3,7,1,8,7,1,72,2,3,53,2,30,0,1,0,1
"953",1,7,1,8,7,3,118,3,1,40,1,52,0,1,1,1
"954",2,10,1,8,9,3,12,3,1,64,2,30,1,1,1,1
"955",1,7,1,10,8,2,50,3,1,55,1,38,1,1,1,1
"956",2,2,2,7,5,1,71,3,2,71,2,38,0,0,1,1
"957",3,10,2,3,6,1,12,4,1,94,2,38,0,1,0,0
"958",2,9,4,8,7,3,0,4,1,20,2,15,0,1,1,1
"959",2,10,3,7,9,4,12,3,1,50,2,45,1,1,1,1
"960",2,9,1,9,10,6,166,4,1,26,2,50,1,1,1,1
"961",2,9,1,6,9,2,74,3,1,38,2,38,1,1,1,1
"962",2,10,3,1,10,3,35,4,1,59,1,35,1,1,1,0
"963",3,5,1,6,3,1,111,2,4,20,2,1,0,0,0,1
"964",4,6,1,5,4,4,170,2,1,20,2,0,0,0,0,0
"965",2,8,1,7,8,3,74,2,1,47,1,40,1,1,1,1
"966",3,9,2,3,10,1,117,3,1,27,1,38,1,1,0,0
"967",1,8,1,6,8,4,106,3,1,70,2,40,1,1,1,1
"968",3,10,1,9,10,4,35,4,1,73,2,15,1,1,0,1
"969",2,8,2,5,8,2,30,3,1,61,2,36,1,1,1,0
"970",2,9,1,6,9,3,54,4,1,66,2,30,1,1,1,1
"971",3,8,2,4,8,3,94,3,1,53,1,50,1,1,0,0
"972",2,8,2,6,7,4,36,3,1,51,1,50,0,1,1,1
"973",2,9,2,6,8,2,0,3,1,63,2,27,1,1,1,1
"974",3,10,2,5,10,1,67,3,1,65,2,40,1,1,0,0
"975",3,8,2,1,5,3,61,1,1,68,2,36,0,1,0,0
"976",2,9,2,7,8,1,12,3,1,46,1,40,1,1,1,1
"977",3,8,1,3,10,2,74,3,1,31,2,42,1,1,0,0
"978",3,8,1,8,8,3,35,3,1,53,2,45,1,1,0,1
"979",2,7,1,8,8,3,30,3,1,20,2,5,1,1,1,1
"980",3,5,2,8,8,1,62,2,2,53,1,50,1,0,0,1
"981",2,10,2,4,10,4,30,3,1,80,2,50,1,1,1,0
"982",2,9,1,6,8,3,72,4,1,56,1,60,1,1,1,1
"983",3,8,2,10,9,4,17,3,1,52,1,45,1,1,0,1
"984",3,9,1,6,10,4,19,3,1,65,2,38,1,1,0,1
"985",3,9,1,0,10,5,25,4,1,29,1,36,1,1,0,0
"986",3,9,1,8,9,6,117,4,1,20,2,6,1,1,0,1
"987",3,10,1,5,9,4,152,3,1,17,2,38,1,1,0,0
"988",2,10,1,8,9,4,17,3,1,46,1,33,1,1,1,1
"989",3,8,2,7,8,2,25,NA,1,61,2,37,1,1,0,1
"990",2,9,2,8,9,1,35,4,2,63,2,39,1,1,1,1
"991",2,9,2,7,9,4,35,3,2,62,2,25,1,1,1,1
"992",3,5,1,5,10,2,25,3,2,38,1,22,1,0,0,0
"993",2,8,1,4,8,1,90,3,1,73,2,0,1,1,1,0
"994",3,8,1,7,8,4,0,2,1,63,2,30,1,1,0,1
"995",3,9,1,4,9,2,0,3,1,15,2,24,1,1,0,0
"996",2,5,5,1,5,2,141,1,2,44,2,38,0,0,1,0
"997",3,3,2,6,3,2,112,2,4,18,2,39,0,0,0,1
"998",2,10,2,7,10,3,139,3,1,23,2,8,1,1,1,1
"999",3,8,2,5,7,3,12,3,2,60,2,40,0,1,0,0
"1000",3,10,2,2,9,6,169,4,1,54,2,38,1,1,0,0
"1001",2,8,2,5,7,2,56,3,1,54,1,34,0,1,1,0
"1002",2,8,2,2,8,2,216,3,1,35,2,36,1,1,1,0
"1003",4,9,3,2,9,1,17,4,1,44,1,23,1,1,0,0
"1004",3,8,1,6,9,4,0,4,1,17,2,4,1,1,0,1
"1005",3,10,3,3,9,2,12,4,1,76,2,33,1,1,0,0
"1006",2,9,4,6,8,3,77,3,2,44,2,45,1,1,1,1
"1007",2,8,1,5,7,4,35,2,2,73,2,0,0,1,1,0
"1008",2,10,3,3,8,1,0,3,1,92,2,42,1,1,1,0
"1009",4,10,2,3,9,5,287,3,1,21,2,45,1,1,0,0
"1010",2,9,2,2,9,3,38,3,1,42,1,44,1,1,1,0
"1011",4,NA,4,3,7,1,0,2,2,95,2,15,0,0,0,0
"1012",1,10,1,6,10,4,75,3,2,28,2,45,1,1,1,1
"1013",3,3,1,7,10,3,17,3,1,42,1,45,1,0,0,1
"1014",2,9,2,3,10,2,0,NA,1,50,2,37,1,1,1,0
"1015",4,8,5,5,8,0,0,3,1,32,2,35,1,1,0,0
"1016",4,NA,1,3,NA,4,136,NA,2,46,1,46,0,0,0,0
"1017",3,9,2,6,10,2,0,2,1,17,2,0,1,1,0,1
"1018",3,8,2,8,8,3,35,2,1,62,2,18,1,1,0,1
"1019",2,10,1,9,9,4,42,3,1,64,2,8,1,1,1,1
"1020",3,10,2,6,10,4,0,4,1,57,2,37,1,1,0,1
"1021",3,7,2,8,8,4,74,2,1,36,1,27,1,1,0,1
"1022",3,5,1,4,4,1,19,2,2,44,1,30,0,0,0,0
"1023",3,7,2,6,8,1,130,3,1,43,1,40,1,1,0,1
"1024",3,8,2,2,9,2,38,3,1,17,2,20,1,1,0,0
"1025",2,8,2,7,7,4,50,3,1,47,1,47,0,1,1,1
"1026",2,10,2,6,9,3,25,3,1,63,2,20,1,1,1,1
"1027",3,9,2,4,7,2,19,3,1,62,2,70,0,1,0,0
"1028",2,7,3,5,8,2,12,3,1,62,2,40,1,1,1,0
"1029",3,9,2,6,9,3,12,3,1,76,2,60,1,1,0,1
"1030",3,8,3,8,8,4,25,3,1,38,1,38,1,1,0,1
"1031",2,7,1,8,7,5,81,2,1,45,1,38,0,1,1,1
"1032",3,6,2,3,7,1,19,3,1,43,1,35,0,0,0,0
"1033",2,5,2,6,5,2,25,1,2,53,2,28,0,0,1,1
"1034",3,10,2,4,9,4,0,2,1,16,2,38,1,1,0,0
"1035",3,3,1,5,5,4,0,2,2,41,1,23,0,0,0,0
"1036",3,9,1,8,9,4,70,4,1,39,1,45,1,1,0,1
"1037",2,10,2,5,9,1,35,3,1,69,2,50,1,1,1,0
"1038",1,2,4,4,8,2,93,3,1,65,2,17,1,0,1,0
"1039",3,6,1,8,7,3,47,2,1,42,1,60,0,0,0,1
"1040",2,6,2,8,6,4,35,2,2,59,2,38,0,0,1,1
"1041",3,8,2,3,9,5,19,3,2,17,2,5,1,1,0,0
"1042",3,8,2,6,8,3,46,3,1,73,2,37,1,1,0,1
"1043",3,7,1,8,7,3,267,2,2,34,1,42,0,1,0,1
"1044",2,10,3,3,9,2,0,4,1,15,2,0,1,1,1,0
"1045",3,8,2,10,7,5,58,2,1,49,1,33,0,1,0,1
"1046",3,8,3,2,9,1,25,3,1,46,1,45,1,1,0,0
"1047",1,10,1,10,7,2,35,1,1,75,2,0,0,1,1,1
"1048",2,7,1,7,8,3,55,3,1,45,1,33,1,1,1,1
"1049",2,8,1,5,7,1,65,2,1,69,2,38,0,1,1,0
"1050",3,7,2,5,7,5,112,2,1,22,2,30,0,1,0,0
"1051",2,7,1,7,7,4,17,3,2,23,2,16,0,1,1,1
"1052",3,9,5,3,9,2,12,4,1,62,1,38,1,1,0,0
"1053",3,8,2,5,8,5,55,4,1,38,1,38,1,1,0,0
"1054",3,8,2,3,8,2,54,3,1,40,1,37,1,1,0,0
"1055",3,9,2,6,9,1,31,4,1,45,1,45,1,1,0,1
"1056",1,8,1,9,8,5,50,3,2,45,2,38,1,1,1,1
"1057",2,5,1,8,6,3,74,2,3,58,2,42,0,0,1,1
"1058",1,9,1,8,8,4,35,3,1,63,2,55,1,1,1,1
"1059",4,7,2,10,10,3,0,3,1,21,2,0,1,1,0,1
"1060",1,7,1,8,7,3,0,2,1,60,2,40,0,1,1,1
"1061",3,7,2,7,7,4,58,3,1,47,1,33,0,1,0,1
"1062",3,9,2,8,8,1,130,2,1,43,1,36,1,1,0,1
"1063",3,10,2,2,5,2,86,3,3,45,1,38,0,1,0,0
"1064",3,6,3,1,6,1,23,3,2,45,1,30,0,0,0,0
"1065",1,8,1,5,8,4,0,3,1,39,1,40,1,1,1,0
"1066",4,7,1,10,7,2,0,3,1,17,2,0,0,1,0,1
"1067",3,9,2,4,9,4,0,4,1,71,2,38,1,1,0,0
"1068",3,8,2,3,9,2,0,3,1,50,1,37,1,1,0,0
"1069",2,7,1,7,7,3,72,3,1,55,1,43,0,1,1,1
"1070",2,7,2,7,6,2,149,3,2,60,2,40,0,1,1,1
"1071",3,10,2,1,10,1,37,4,1,87,2,75,1,1,0,0
"1072",3,9,2,9,9,3,36,4,1,42,1,38,1,1,0,1
"1073",3,8,1,4,8,5,293,3,1,18,2,39,1,1,0,0
"1074",2,8,1,6,7,3,94,3,1,49,2,48,0,1,1,1
"1075",3,8,1,7,8,5,267,3,2,48,1,20,1,1,0,1
"1076",3,10,1,9,10,4,12,4,1,46,1,45,1,1,0,1
"1077",4,9,2,8,9,2,75,3,1,52,2,40,1,1,0,1
"1078",4,10,3,2,9,6,0,4,1,90,2,10,1,1,0,0
"1079",4,10,4,5,10,3,0,4,1,45,1,28,1,1,0,0
"1080",3,9,2,7,9,2,0,3,1,86,2,23,1,1,0,1
"1081",1,7,2,8,8,3,12,3,1,67,2,45,1,1,1,1
"1082",4,9,1,3,8,4,43,3,2,18,2,25,1,1,0,0
