"","POLINTR","STFLIFE","FREEHMS","IMUECLT","HAPPY","INPRDSC","ALCWKND","WRHPP","FLTSD","AGEA","CHLDHM","WKHTOT","happ","stflif","polint","imuecl"
"1083",3,9,3,5,9,2,17,3,2,88,1,35,1,1,0,0
"1084",2,8,1,6,7,6,12,3,2,23,2,45,0,1,1,1
"1085",3,8,1,7,9,4,50,3,1,25,2,39,1,1,0,1
"1086",3,8,2,2,8,4,62,3,2,42,1,38,1,1,0,0
"1087",3,10,2,6,10,4,0,4,1,59,2,45,1,1,0,1
"1088",3,10,1,8,10,4,0,3,1,20,2,0,1,1,0,1
"1089",3,6,1,7,4,4,174,2,2,21,2,24,0,0,0,1
"1090",2,9,2,6,9,2,75,4,1,27,2,72,1,1,1,1
"1091",3,9,4,7,9,5,19,4,2,55,1,8,1,1,0,1
"1092",3,4,5,4,8,0,186,2,1,66,2,38,1,0,0,0
"1093",2,9,1,7,9,4,12,3,1,46,1,43,1,1,1,1
"1094",2,7,3,5,8,1,0,3,1,63,2,25,1,1,1,0
"1095",2,9,1,2,8,4,86,3,2,18,2,10,1,1,1,0
"1096",4,6,1,10,10,6,0,1,1,15,2,0,1,0,0,1
"1097",3,9,3,6,9,2,46,4,1,54,2,70,1,1,0,1
"1098",3,7,2,3,10,2,82,1,1,22,2,0,1,1,0,0
"1099",3,8,2,4,9,3,84,3,1,49,1,36,1,1,0,0
"1100",3,3,1,5,3,3,0,2,2,34,1,38,0,0,0,0
"1101",2,4,2,5,7,1,0,2,2,22,2,0,0,0,1,0
"1102",2,10,1,2,10,4,19,3,1,27,1,44,1,1,1,0
"1103",2,10,2,7,10,1,42,4,1,62,2,40,1,1,1,1
"1104",2,8,1,7,8,4,56,3,1,49,2,50,1,1,1,1
"1105",3,6,1,5,6,4,93,3,1,19,2,7,0,0,0,0
"1106",2,9,1,3,9,3,38,4,1,45,1,60,1,1,1,0
"1107",1,8,2,6,8,1,12,3,1,72,2,4,1,1,1,1
"1108",3,10,1,3,10,3,17,4,1,89,2,40,1,1,0,0
"1109",3,8,1,3,9,6,75,3,1,23,2,0,1,1,0,0
"1110",2,8,2,8,6,4,38,3,1,57,2,45,0,1,1,1
"1111",3,8,2,3,8,3,54,3,1,32,1,48,1,1,0,0
"1112",3,10,3,5,10,4,0,4,1,75,2,26,1,1,0,0
"1113",3,10,1,8,10,4,38,4,1,22,1,50,1,1,0,1
"1114",2,4,2,5,5,3,74,2,2,63,2,38,0,0,1,0
"1115",3,7,1,5,8,4,74,3,1,20,2,0,1,1,0,0
"1116",2,8,2,6,7,3,25,3,1,52,1,42,0,1,1,1
"1117",3,8,1,4,7,4,42,2,1,20,2,70,0,1,0,0
"1118",2,7,1,3,7,3,38,3,1,38,1,38,0,1,1,0
"1119",1,9,4,3,8,2,72,4,1,68,2,38,1,1,1,0
"1120",2,5,1,8,6,4,52,2,1,49,1,42,0,0,1,1
"1121",4,7,3,5,8,4,12,4,1,43,2,40,1,1,0,0
"1122",2,9,1,0,10,1,85,4,1,37,1,84,1,1,1,0
"1123",2,8,1,8,8,3,75,3,2,60,1,39,1,1,1,1
"1124",2,7,2,5,8,4,0,2,2,16,2,0,1,1,1,0
"1125",1,8,1,4,8,2,56,3,1,45,1,0,1,1,1,0
"1126",3,9,1,1,9,4,44,3,1,20,2,0,1,1,0,0
"1127",2,7,2,6,6,1,19,3,2,51,2,28,0,1,1,1
"1128",2,8,2,9,8,6,35,4,2,34,1,50,1,1,1,1
"1129",3,9,1,7,8,3,47,3,2,17,2,3,1,1,0,1
"1130",2,9,3,5,9,3,0,4,1,84,2,38,1,1,1,0
"1131",2,8,2,5,7,3,17,3,1,63,2,38,0,1,1,0
"1132",1,8,1,9,8,6,0,3,1,55,2,50,1,1,1,1
"1133",3,6,4,3,7,0,0,1,1,82,2,38,0,0,0,0
"1134",2,8,1,8,7,3,19,2,1,63,2,42,0,1,1,1
"1135",3,10,3,6,10,3,17,3,2,29,1,19,1,1,0,1
"1136",4,10,1,5,10,5,68,4,1,47,1,45,1,1,0,0
"1137",3,7,3,3,9,3,17,4,1,38,1,30,1,1,0,0
"1138",1,6,5,5,8,2,0,3,1,66,2,38,1,0,1,0
"1139",2,10,1,9,9,3,52,3,2,21,2,15,1,1,1,1
"1140",2,7,2,7,8,3,25,3,1,44,1,45,1,1,1,1
"1141",4,8,1,6,8,4,0,3,2,15,2,0,1,1,0,1
"1142",2,7,1,3,7,1,52,4,1,62,1,40,0,1,1,0
"1143",3,8,1,1,8,3,38,3,1,33,1,55,1,1,0,0
"1144",2,10,2,4,8,2,0,3,1,72,2,38,1,1,1,0
"1145",3,8,1,7,7,3,12,3,1,40,1,38,0,1,0,1
"1146",3,8,2,3,9,6,74,2,1,18,2,30,1,1,0,0
"1147",3,4,1,3,9,2,12,4,1,25,2,38,1,0,0,0
"1148",2,5,1,8,6,4,12,2,2,52,1,60,0,0,1,1
"1149",3,10,2,5,10,4,113,3,2,55,2,36,1,1,0,0
"1150",3,9,1,8,10,5,42,3,1,50,1,36,1,1,0,1
"1151",3,5,3,7,3,2,12,2,2,68,2,40,0,0,0,1
"1152",1,7,3,6,6,2,38,4,1,59,2,40,0,1,1,1
"1153",3,5,3,8,7,2,25,2,3,83,2,21,0,0,0,1
"1154",4,6,2,7,7,2,0,3,1,53,1,20,0,0,0,1
"1155",3,3,1,3,3,4,113,3,2,31,2,34,0,0,0,0
"1156",2,8,2,6,8,1,126,3,1,50,2,38,1,1,1,1
"1157",3,5,1,9,5,0,303,1,1,56,1,37,0,0,0,1
"1158",2,7,1,9,8,3,10,3,1,53,2,32,1,1,1,1
"1159",2,9,1,8,10,4,25,4,1,31,1,42,1,1,1,1
"1160",2,10,3,9,9,4,56,3,1,55,2,38,1,1,1,1
"1161",3,9,5,8,8,2,25,3,1,38,1,38,1,1,0,1
"1162",2,10,1,7,9,4,12,3,1,55,2,40,1,1,1,1
"1163",3,8,1,5,7,1,11,2,1,64,2,42,0,1,0,0
"1164",1,8,1,8,7,4,17,3,2,74,2,45,0,1,1,1
"1165",3,9,1,6,8,0,19,3,1,23,2,38,1,1,0,1
"1166",2,9,1,9,9,5,72,3,1,36,2,38,1,1,1,1
"1167",1,6,1,9,4,1,147,1,2,40,2,38,0,0,1,1
"1168",3,8,2,3,6,5,136,3,2,25,2,10,0,1,0,0
"1169",2,8,2,7,7,4,96,2,2,76,2,30,0,1,1,1
"1170",2,8,2,7,8,3,71,3,1,62,2,45,1,1,1,1
"1171",1,7,1,6,7,3,238,2,2,22,2,25,0,1,1,1
"1172",2,8,1,10,8,3,19,2,1,60,2,36,1,1,1,1
"1173",3,6,2,10,10,1,0,4,1,60,1,18,1,0,0,1
"1174",1,2,2,3,2,4,25,1,3,45,2,38,0,0,1,0
"1175",3,10,2,7,10,4,35,4,1,71,2,20,1,1,0,1
"1176",2,7,2,4,9,1,0,3,1,84,2,40,1,1,1,0
"1177",2,7,1,6,8,6,52,2,2,58,2,26,1,1,1,1
"1178",3,10,1,9,10,5,147,3,1,30,1,38,1,1,0,1
"1179",4,9,1,5,8,3,115,3,1,35,2,13,1,1,0,0
"1180",3,9,4,2,9,0,0,3,1,66,2,38,1,1,0,0
"1181",1,8,1,5,8,2,12,2,1,47,1,50,1,1,1,0
"1182",1,6,1,9,8,6,30,3,1,21,2,11,1,0,1,1
"1183",1,8,1,8,9,6,93,3,1,55,2,43,1,1,1,1
"1184",2,8,1,6,9,1,87,4,1,52,2,60,1,1,1,1
"1185",3,7,1,7,8,4,56,3,1,18,2,0,1,1,0,1
"1186",4,7,1,6,7,0,116,3,2,18,2,0,0,1,0,1
"1187",4,10,1,7,8,4,37,2,2,33,2,40,1,1,0,1
"1188",4,5,1,4,3,4,0,2,1,49,1,38,0,0,0,0
"1189",2,8,2,8,8,4,17,3,1,86,2,15,1,1,1,1
"1190",1,6,1,7,6,3,35,2,2,73,2,38,0,0,1,1
"1191",1,8,1,7,10,4,31,4,1,57,1,46,1,1,1,1
"1192",2,9,1,6,9,4,37,4,1,53,1,50,1,1,1,1
"1193",3,8,1,8,9,3,19,3,1,30,2,50,1,1,0,1
"1194",3,10,1,7,10,3,25,3,1,65,2,40,1,1,0,1
"1195",3,7,3,7,9,2,0,3,2,33,2,33,1,1,0,1
"1196",2,7,4,7,7,4,0,2,2,65,2,34,0,1,1,1
"1197",2,9,3,6,9,2,0,4,1,59,2,45,1,1,1,1
"1198",3,8,2,5,9,3,135,3,1,37,2,41,1,1,0,0
"1199",3,9,1,7,9,3,129,3,2,26,2,42,1,1,0,1
"1200",2,8,1,6,7,1,25,3,1,65,2,45,0,1,1,1
"1201",4,8,1,8,7,2,74,3,2,22,2,2,0,1,0,1
"1202",4,6,1,2,6,4,74,2,1,42,1,38,0,0,0,0
"1203",2,10,1,8,9,3,35,2,1,47,1,40,1,1,1,1
"1204",4,8,1,7,9,3,92,2,2,20,2,0,1,1,0,1
"1205",1,7,2,1,7,2,0,3,1,58,2,40,0,1,1,0
"1206",1,9,1,8,9,1,149,4,1,51,1,35,1,1,1,1
"1207",1,9,2,8,8,4,48,2,1,61,2,30,1,1,1,1
"1208",3,8,2,6,10,4,12,4,1,74,2,38,1,1,0,1
"1209",2,10,2,8,10,4,12,3,1,53,2,42,1,1,1,1
"1210",2,7,2,6,7,4,54,2,2,32,1,47,0,1,1,1
"1211",3,10,1,7,10,1,249,4,1,41,1,45,1,1,0,1
"1212",3,8,1,6,8,3,193,3,1,21,2,54,1,1,0,1
"1213",3,10,1,8,9,4,25,4,1,30,1,39,1,1,0,1
"1214",2,5,2,7,5,0,12,3,1,69,2,34,0,0,1,1
"1215",2,9,1,9,8,4,37,2,1,43,1,24,1,1,1,1
"1216",1,5,3,5,7,1,0,4,1,52,1,38,0,0,1,0
"1217",3,5,1,6,7,4,36,1,2,47,1,38,0,0,0,1
"1218",3,5,1,5,5,4,17,2,2,58,2,24,0,0,0,0
"1219",3,10,2,6,9,4,35,3,2,58,1,23,1,1,0,1
"1220",2,10,2,0,10,0,0,3,2,95,2,50,1,1,1,0
"1221",2,9,1,8,9,3,17,3,1,36,1,45,1,1,1,1
"1222",2,7,1,8,7,3,56,4,1,39,1,36,0,1,1,1
"1223",2,7,1,10,9,4,23,4,1,57,1,11,1,1,1,1
"1224",1,9,1,9,9,4,17,4,1,60,2,40,1,1,1,1
"1225",3,4,1,7,4,2,0,2,2,16,2,0,0,0,0,1
"1226",2,8,2,4,9,1,17,4,1,57,2,15,1,1,1,0
"1227",3,8,1,8,7,2,17,2,2,66,2,10,0,1,0,1
"1228",2,8,2,5,8,1,110,3,1,52,1,40,1,1,1,0
"1229",3,7,1,8,7,4,94,3,1,30,2,8,0,1,0,1
"1230",2,7,2,4,6,1,12,3,1,72,2,12,0,1,1,0
"1231",3,9,2,7,9,4,12,4,1,65,2,19,1,1,0,1
"1232",2,8,1,5,9,4,37,3,1,32,1,35,1,1,1,0
"1233",3,10,1,1,10,3,94,4,1,44,1,40,1,1,0,0
"1234",3,8,2,8,9,4,126,3,1,32,1,42,1,1,0,1
"1235",3,9,2,8,7,3,113,2,2,32,1,50,0,1,0,1
"1236",3,10,1,9,10,2,17,3,1,53,1,30,1,1,0,1
"1237",3,6,1,7,7,4,49,2,1,24,2,38,0,0,0,1
"1238",3,10,2,8,8,2,0,3,2,70,2,3,1,1,0,1
"1239",3,8,2,6,8,2,23,4,1,78,2,38,1,1,0,1
"1240",3,8,1,3,8,3,46,3,1,18,2,14,1,1,0,0
"1241",4,5,5,0,8,4,23,4,1,64,1,11,1,0,0,0
"1242",3,9,2,2,9,1,12,3,1,75,2,40,1,1,0,0
"1243",3,8,2,9,8,1,23,4,1,56,1,28,1,1,0,1
"1244",2,6,2,5,6,2,90,2,1,29,1,21,0,0,1,0
"1245",3,8,3,5,8,2,67,4,1,54,2,42,1,1,0,0
"1246",2,10,1,9,10,3,74,3,1,44,1,10,1,1,1,1
"1247",2,8,2,8,10,1,25,3,1,53,2,37,1,1,1,1
"1248",2,8,2,6,8,0,12,4,1,72,2,45,1,1,1,1
"1249",3,10,1,5,7,3,19,3,1,27,1,40,0,1,0,0
"1250",3,10,1,8,10,2,52,3,1,62,2,25,1,1,0,1
"1251",2,8,2,8,8,4,113,3,1,41,1,40,1,1,1,1
"1252",2,9,3,4,7,4,0,2,2,84,2,0,0,1,1,0
"1253",2,6,1,4,6,2,177,2,1,39,1,60,0,0,1,0
"1254",2,8,1,8,9,3,35,3,1,62,2,45,1,1,1,1
"1255",3,8,1,8,8,3,93,3,1,21,2,38,1,1,0,1
"1256",2,7,1,7,8,3,52,3,1,61,2,39,1,1,1,1
"1257",3,8,2,6,9,1,61,3,1,48,1,42,1,1,0,1
"1258",1,10,2,3,10,4,35,4,1,78,2,40,1,1,1,0
"1259",3,9,2,2,9,2,116,3,1,46,2,38,1,1,0,0
"1260",3,9,3,6,8,1,17,3,1,65,2,40,1,1,0,1
"1261",3,7,1,10,8,4,38,3,2,23,2,33,1,1,0,1
"1262",3,10,1,7,9,3,75,3,1,38,1,18,1,1,0,1
"1263",2,5,2,6,6,2,211,3,1,35,1,45,0,0,1,1
"1264",3,10,1,3,9,3,55,3,2,15,2,10,1,1,0,0
"1265",4,2,1,9,3,5,406,2,2,19,2,50,0,0,0,1
"1266",4,8,4,4,8,3,88,4,1,51,2,80,1,1,0,0
"1267",2,5,2,7,6,1,116,3,2,46,2,40,0,0,1,1
"1268",3,5,1,8,5,3,12,2,2,37,1,38,0,0,0,1
"1269",2,9,3,5,9,1,54,4,1,67,2,38,1,1,1,0
"1270",2,8,2,8,8,1,17,2,2,65,2,20,1,1,1,1
"1271",3,9,2,5,8,4,74,4,1,51,2,38,1,1,0,0
"1272",4,9,1,9,8,2,12,3,2,42,1,28,1,1,0,1
"1273",3,8,2,8,9,3,17,4,1,65,2,25,1,1,0,1
"1274",2,8,3,5,7,1,30,2,1,67,2,4,0,1,1,0
"1275",2,7,1,9,8,4,131,2,1,28,2,40,1,1,1,1
"1276",3,10,2,8,10,1,58,4,1,57,2,36,1,1,0,1
"1277",2,8,1,8,9,4,184,3,1,51,1,38,1,1,1,1
"1278",4,8,1,5,8,4,12,3,1,15,2,9,1,1,0,0
"1279",3,10,1,10,8,4,99,3,1,24,2,14,1,1,0,1
"1280",3,10,1,5,8,4,61,4,1,17,2,15,1,1,0,0
"1281",1,8,2,4,9,4,84,4,1,70,2,39,1,1,1,0
"1282",3,8,1,7,8,2,12,3,1,28,2,38,1,1,0,1
"1283",4,8,1,5,8,4,22,2,3,39,1,30,1,1,0,0
"1284",3,7,4,6,9,1,36,3,1,54,2,50,1,1,0,1
"1285",2,9,3,3,9,4,35,4,2,72,2,24,1,1,1,0
"1286",4,7,1,6,7,3,182,3,1,29,2,38,0,1,0,1
"1287",4,7,4,5,9,0,74,4,1,44,2,45,1,1,0,0
"1288",2,9,1,6,9,3,0,3,1,41,1,21,1,1,1,1
"1289",2,9,2,7,8,4,0,4,1,34,2,25,1,1,1,1
"1290",1,4,3,3,6,3,12,2,2,79,2,45,0,0,1,0
"1291",1,7,3,5,7,3,19,3,1,82,2,40,0,1,1,0
"1292",3,9,1,7,8,6,149,4,1,35,1,37,1,1,0,1
"1293",3,9,1,7,9,4,61,3,1,39,1,38,1,1,0,1
"1294",3,10,3,5,10,4,33,4,1,60,2,19,1,1,0,0
"1295",2,7,1,5,7,2,19,2,2,57,1,40,0,1,1,0
"1296",3,10,4,5,8,5,0,3,1,16,2,0,1,1,0,0
"1297",4,9,1,6,8,3,12,4,1,57,2,38,1,1,0,1
"1298",2,10,2,8,9,3,35,4,1,69,2,35,1,1,1,1
"1299",4,9,1,4,8,4,0,4,2,25,1,38,1,1,0,0
"1300",2,8,1,4,9,4,113,3,1,32,1,38,1,1,1,0
"1301",2,7,2,6,9,5,12,4,1,19,2,0,1,1,1,1
"1302",3,8,2,7,8,3,12,4,1,50,1,38,1,1,0,1
"1303",4,10,2,5,10,4,12,4,1,68,2,50,1,1,0,0
"1304",3,8,2,8,8,1,42,3,1,65,2,10,1,1,0,1
"1305",3,6,1,0,10,3,94,1,1,21,2,42,1,0,0,0
"1306",2,9,1,6,9,4,17,4,1,42,1,38,1,1,1,1
"1307",2,6,1,7,7,2,17,2,1,32,1,38,0,0,1,1
"1308",2,9,1,5,10,4,25,4,1,33,1,55,1,1,1,0
"1309",2,8,3,5,6,3,0,2,2,56,2,38,0,1,1,0
"1310",2,7,1,8,8,6,52,4,1,36,2,60,1,1,1,1
"1311",1,8,1,8,8,6,109,3,1,28,2,38,1,1,1,1
"1312",2,10,2,4,9,2,25,3,2,68,2,40,1,1,1,0
"1313",2,9,2,3,10,5,74,4,1,46,1,42,1,1,1,0
"1314",2,8,1,10,8,4,38,3,1,46,1,42,1,1,1,1
"1315",3,10,2,1,9,4,35,3,1,69,2,38,1,1,0,0
"1316",1,7,1,10,7,4,82,2,2,43,1,38,0,1,1,1
"1317",3,8,3,4,7,2,74,3,2,51,1,40,0,1,0,0
"1318",3,4,3,5,7,3,0,2,2,73,2,38,0,0,0,0
"1319",4,NA,3,5,8,4,0,3,1,52,1,38,1,0,0,0
"1320",2,10,5,7,10,2,0,4,1,81,2,4,1,1,1,1
"1321",1,8,1,8,8,3,31,3,1,56,2,50,1,1,1,1
"1322",2,7,1,8,6,6,0,3,2,81,2,5,0,1,1,1
"1323",3,6,3,7,5,4,0,1,2,22,2,9,0,0,0,1
"1324",3,9,2,4,9,4,12,3,1,77,2,12,1,1,0,0
"1325",1,8,1,8,8,4,52,3,1,51,2,45,1,1,1,1
"1326",2,9,2,9,8,1,71,3,2,65,2,19,1,1,1,1
"1327",1,8,2,9,8,3,19,3,1,57,1,50,1,1,1,1
"1328",4,10,1,5,10,4,49,4,2,16,2,25,1,1,0,0
"1329",2,7,2,6,8,2,31,3,1,69,2,40,1,1,1,1
"1330",3,8,1,6,8,3,93,2,1,46,1,30,1,1,0,1
"1331",2,8,2,8,9,3,37,4,1,47,1,40,1,1,1,1
"1332",4,0,2,2,10,3,46,NA,1,82,2,40,1,0,0,0
"1333",3,9,1,0,8,2,0,2,3,19,2,38,1,1,0,0
"1334",3,8,1,4,8,3,35,3,1,27,1,30,1,1,0,0
"1335",3,8,1,6,9,2,48,2,1,44,1,38,1,1,0,1
"1336",2,9,2,8,9,1,70,4,1,57,2,38,1,1,1,1
"1337",2,5,2,5,3,3,17,2,2,48,2,38,0,0,1,0
"1338",2,3,1,3,3,2,139,1,2,40,1,36,0,0,1,0
"1339",3,10,1,8,10,4,0,4,1,15,2,0,1,1,0,1
"1340",2,9,1,10,9,3,25,3,1,53,2,38,1,1,1,1
"1341",1,9,1,9,10,2,30,4,1,76,2,25,1,1,1,1
"1342",4,5,1,4,5,2,41,3,2,26,1,4,0,0,0,0
"1343",2,9,2,5,9,4,36,3,1,17,2,38,1,1,1,0
"1344",3,5,1,1,4,1,192,2,3,18,2,38,0,0,0,0
"1345",4,7,2,4,5,1,0,3,1,78,2,10,0,1,0,0
"1346",4,10,2,5,8,1,19,2,2,51,2,19,1,1,0,0
"1347",3,7,3,5,8,2,12,2,2,70,2,50,1,1,0,0
"1348",4,9,2,5,10,4,103,4,1,51,1,38,1,1,0,0
"1349",2,8,2,8,7,4,41,2,1,58,2,30,0,1,1,1
"1350",2,1,2,1,5,2,19,NA,NA,69,2,50,0,0,1,0
"1351",3,6,3,4,6,2,0,2,2,70,2,6,0,0,0,0
"1352",4,10,2,7,9,3,22,3,1,16,2,0,1,1,0,1
"1353",3,10,2,2,10,4,19,4,1,34,1,8,1,1,0,0
"1354",1,9,2,8,9,4,19,4,1,68,2,10,1,1,1,1
"1355",3,9,1,7,9,2,56,3,1,53,2,45,1,1,0,1
"1356",3,9,1,7,10,3,36,4,1,44,1,38,1,1,0,1
"1357",3,10,1,4,10,4,0,4,1,31,1,37,1,1,0,0
"1358",3,8,1,6,9,3,165,3,1,32,1,60,1,1,0,1
"1359",1,4,2,5,5,0,19,2,2,42,2,40,0,0,1,0
"1360",2,8,2,2,7,3,240,3,1,41,1,50,0,1,1,0
"1361",3,8,1,6,9,2,35,3,1,51,1,33,1,1,0,1
"1362",2,8,2,6,9,3,147,3,1,49,2,35,1,1,1,1
"1363",1,9,1,5,9,4,54,4,2,54,2,0,1,1,1,0
"1364",3,10,1,8,9,4,12,3,2,25,2,45,1,1,0,1
"1365",3,3,1,2,3,4,17,2,2,39,1,42,0,0,0,0
"1366",3,8,1,3,8,4,143,3,1,19,2,38,1,1,0,0
"1367",2,10,1,2,5,0,46,NA,1,65,2,36,0,1,1,0
"1368",2,9,1,7,9,4,72,3,1,52,2,36,1,1,1,1
"1369",2,10,3,3,10,4,35,4,4,67,2,28,1,1,1,0
"1370",3,7,2,5,6,4,49,3,1,20,2,40,0,1,0,0
"1371",4,9,2,5,8,1,12,3,1,69,2,6,1,1,0,0
"1372",3,9,1,5,8,5,106,4,1,18,2,38,1,1,0,0
"1373",2,8,2,6,8,1,70,2,2,61,2,50,1,1,1,1
"1374",4,8,2,5,9,4,62,3,1,17,2,0,1,1,0,0
"1375",3,9,1,3,8,4,183,3,1,25,2,45,1,1,0,0
"1376",3,9,1,6,9,3,35,3,2,55,2,40,1,1,0,1
"1377",2,8,1,8,8,5,128,3,2,21,2,25,1,1,1,1
"1378",3,5,2,3,4,3,133,2,1,36,2,38,0,0,0,0
"1379",3,9,1,7,7,3,97,3,1,56,2,36,0,1,0,1
"1380",3,9,2,4,9,1,35,4,1,51,2,28,1,1,0,0
"1381",2,8,2,5,7,1,17,2,1,80,2,38,0,1,1,0
"1382",4,9,3,6,10,1,25,3,2,63,2,30,1,1,0,1
"1383",3,6,1,4,7,4,74,3,2,19,2,28,0,0,0,0
"1384",3,7,3,5,5,0,12,2,3,81,2,5,0,1,0,0
"1385",2,5,4,0,10,4,12,4,3,63,1,36,1,0,1,0
"1386",2,7,1,5,8,3,135,3,1,28,2,12,1,1,1,0
"1387",2,8,2,8,7,2,107,2,1,55,2,40,0,1,1,1
"1388",2,8,1,7,8,1,17,3,1,48,1,12,1,1,1,1
"1389",2,9,1,0,9,4,149,3,1,55,2,40,1,1,1,0
"1390",2,8,1,7,8,4,12,3,1,40,1,24,1,1,1,1
"1391",3,9,3,8,10,5,86,4,1,52,2,65,1,1,0,1
"1392",1,9,1,10,10,3,30,4,1,31,2,40,1,1,1,1
"1393",2,8,1,10,8,3,12,3,1,67,1,42,1,1,1,1
"1394",2,5,4,1,5,2,17,2,2,32,1,38,0,0,1,0
"1395",3,9,1,5,8,2,25,4,1,67,2,5,1,1,0,0
"1396",1,5,3,NA,1,6,19,1,1,61,2,50,0,0,1,0
"1397",3,7,2,7,7,4,12,2,1,54,2,50,0,1,0,1
"1398",2,8,2,6,8,4,166,3,1,51,1,39,1,1,1,1
"1399",3,7,1,7,8,3,103,2,2,20,2,0,1,1,0,1
"1400",3,9,2,6,9,3,60,3,1,68,2,7,1,1,0,1
"1401",3,7,1,5,8,4,0,3,1,15,2,0,1,1,0,0
"1402",3,10,1,7,10,4,19,4,1,51,1,42,1,1,0,1
"1403",3,10,1,1,10,4,109,4,1,21,2,32,1,1,0,0
"1404",3,6,2,5,7,2,12,3,1,68,2,0,0,0,0,0
"1405",2,8,2,6,10,1,150,1,1,38,1,41,1,1,1,1
"1406",2,8,2,5,8,4,12,4,1,75,2,40,1,1,1,0
"1407",3,6,1,4,7,2,62,2,2,42,1,19,0,0,0,0
"1408",3,8,3,6,7,0,0,2,1,61,2,30,0,1,0,1
"1409",2,8,2,4,9,1,11,3,2,70,2,38,1,1,1,0
"1410",2,10,1,8,10,5,70,4,1,50,1,72,1,1,1,1
"1411",3,6,2,3,6,2,94,2,1,53,2,38,0,0,0,0
"1412",4,9,1,8,8,2,0,3,1,16,2,0,1,1,0,1
"1413",2,10,1,8,10,2,36,4,1,33,1,38,1,1,1,1
"1414",2,8,2,5,8,4,38,3,1,32,1,38,1,1,1,0
"1415",2,9,2,3,8,2,54,4,1,61,2,42,1,1,1,0
"1416",2,9,1,3,9,1,0,3,2,15,2,11,1,1,1,0
"1417",2,8,1,5,8,4,74,3,1,32,1,60,1,1,1,0
"1418",3,10,2,5,7,2,17,4,1,85,2,19,0,1,0,0
"1419",3,6,1,2,5,4,71,2,2,18,2,33,0,0,0,0
"1420",3,5,1,4,6,2,35,2,2,24,2,42,0,0,0,0
"1421",3,7,3,1,7,2,116,2,1,46,1,50,0,1,0,0
"1422",2,9,2,3,8,4,75,3,1,37,1,42,1,1,1,0
"1423",4,8,1,5,9,2,12,2,1,48,2,38,1,1,0,0
"1424",4,10,2,7,9,2,0,3,1,54,2,20,1,1,0,1
"1425",3,6,2,5,6,3,35,1,2,63,2,35,0,0,0,0
"1426",3,10,1,5,10,2,113,4,2,19,2,34,1,1,0,0
"1427",4,6,5,3,5,1,0,2,2,88,2,40,0,0,0,0
"1428",3,8,1,5,9,4,0,3,1,18,2,42,1,1,0,0
"1429",3,3,4,5,8,4,0,NA,NA,66,2,0,1,0,0,0
"1430",3,7,1,0,6,3,102,3,1,18,2,7,0,1,0,0
"1431",2,10,1,8,10,4,37,4,1,61,2,38,1,1,1,1
"1432",3,10,2,7,8,4,29,3,2,79,2,5,1,1,0,1
"1433",3,9,1,7,9,2,17,3,1,43,1,38,1,1,0,1
"1434",1,8,1,6,8,2,0,3,1,48,2,50,1,1,1,1
"1435",2,8,1,7,8,4,90,3,1,28,1,45,1,1,1,1
"1436",1,7,1,7,8,2,12,3,1,50,1,38,1,1,1,1
